Age,Gender,MaritalStatus,DistanceFromHome,Attrition,BusinessTravel,Department,JobRole,JobLevel,Education,EducationField,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,JobInvolvement,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,OverTime,Distance_Group,Age_Group,Hike_Group,JobSat_Label,Stock_Label,IncomeBand
29,Male,Married,2,No,Travel_Rarely,Sales,Sales Executive,2,3,Medical,6644,19,2,10,2,0,0,0,0,2,1,2,2,3,2,3,No,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Medium,Medium,High
31,Male,Married,23,No,Travel_Rarely,Research & Development,Healthcare Representative,2,3,Medical,5582,21,1,10,0,9,0,7,8,2,2,4,2,4,2,3,No,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),Very High,Low,Medium
25,Male,Divorced,5,No,Non-Travel,Research & Development,Healthcare Representative,2,2,Life Sciences,4000,12,2,6,1,6,3,1,5,2,2,1,4,3,4,3,No,Close (0-5km),Early Career (18-28),Standard (11-14%),Low,Medium,Medium
45,Male,Married,20,No,Travel_Rarely,Research & Development,Healthcare Representative,4,2,Medical,13496,14,0,21,0,20,7,4,10,2,3,4,3,3,2,3,Yes,Far (16+ km),Experienced (41+),Standard (11-14%),Very High,None,High
36,Male,Married,6,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Life Sciences,3210,11,1,16,0,15,13,10,11,4,4,4,3,3,3,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,Low
55,Male,Single,1,No,Travel_Rarely,Research & Development,Manager,5,3,Medical,19045,14,0,37,0,36,10,4,13,2,4,1,3,3,3,3,Yes,Close (0-5km),Experienced (41+),Standard (11-14%),Low,None,High
47,Male,Married,29,Yes,Non-Travel,Research & Development,Manager,3,4,Life Sciences,11849,12,1,10,1,10,7,9,9,2,1,2,3,3,4,2,Yes,Far (16+ km),Experienced (41+),Standard (11-14%),Medium,Low,High
28,Male,Married,9,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,2070,23,1,5,1,5,2,0,4,3,4,4,3,4,4,2,No,Moderate (6-15km),Early Career (18-28),Top Tier (19-25%),Very High,Low,Low
37,Male,Married,6,No,Travel_Rarely,Sales,Sales Executive,2,4,Medical,6502,14,1,7,4,5,4,0,1,5,3,4,3,3,2,4,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,Medium
21,Male,Single,3,No,Travel_Rarely,Research & Development,Research Scientist,1,2,Medical,3230,17,0,3,1,3,2,1,0,4,4,3,2,3,1,4,No,Close (0-5km),Early Career (18-28),High (15-18%),High,None,Low
37,Female,Divorced,1,No,Non-Travel,Research & Development,Research Director,3,4,Medical,13603,18,2,15,2,5,2,0,2,2,1,4,3,3,1,3,Yes,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,Medium,High
35,Female,Divorced,22,No,Travel_Rarely,Research & Development,Manager,3,3,Life Sciences,11996,18,1,10,7,7,7,6,2,6,2,2,4,3,2,2,No,Far (16+ km),Mid Career (29-40),High (15-18%),Medium,Low,High
38,Female,Divorced,7,No,Travel_Rarely,Sales,Sales Executive,2,2,Medical,5605,24,1,8,1,8,0,7,7,3,1,1,4,4,3,3,Yes,Moderate (6-15km),Mid Career (29-40),Top Tier (19-25%),Low,Low,Medium
26,Female,Divorced,1,No,Travel_Frequently,Research & Development,Manufacturing Director,2,3,Life Sciences,6397,20,1,6,1,6,5,1,4,6,3,2,3,4,1,1,No,Close (0-5km),Early Career (18-28),Top Tier (19-25%),Medium,Low,Medium
50,Male,Divorced,4,No,Travel_Rarely,Research & Development,Research Director,5,1,Life Sciences,19144,14,2,28,3,10,4,1,6,4,1,2,3,3,1,2,No,Close (0-5km),Experienced (41+),Standard (11-14%),Medium,Medium,High
53,Male,Married,3,No,Travel_Rarely,Research & Development,Research Director,4,4,Medical,17584,16,3,21,3,5,3,1,3,5,3,3,3,3,4,2,Yes,Close (0-5km),Experienced (41+),High (15-18%),High,High,High
42,Male,Married,1,No,Travel_Rarely,Sales,Sales Executive,2,1,Life Sciences,4907,25,0,20,1,20,16,11,6,3,2,3,3,4,3,3,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),High,None,Medium
29,Male,Single,2,No,Travel_Frequently,Sales,Sales Executive,2,2,Life Sciences,4554,18,0,10,1,10,7,0,9,3,2,4,3,3,1,2,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,None,Medium
55,Male,Married,20,No,Travel_Rarely,Research & Development,Laboratory Technician,2,2,Technical Degree,5415,19,1,12,3,10,7,0,8,4,2,4,3,3,4,3,Yes,Far (16+ km),Experienced (41+),Top Tier (19-25%),Very High,Low,Medium
26,Male,Married,11,No,Travel_Frequently,Research & Development,Healthcare Representative,2,2,Medical,4741,13,1,5,1,5,3,3,3,3,1,1,3,3,3,3,Yes,Moderate (6-15km),Early Career (18-28),Standard (11-14%),Low,Low,Medium
37,Female,Single,1,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,2115,12,0,17,1,17,12,5,7,3,4,4,3,3,2,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,None,Low
44,Male,Divorced,24,Yes,Travel_Frequently,Research & Development,Laboratory Technician,1,3,Life Sciences,3161,22,1,19,3,1,0,0,0,0,4,3,3,4,4,1,Yes,Far (16+ km),Experienced (41+),Top Tier (19-25%),High,Low,Low
38,Male,Divorced,23,No,Travel_Rarely,Research & Development,Healthcare Representative,2,4,Life Sciences,5745,14,1,10,9,2,2,1,2,2,4,4,3,3,2,3,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Very High,Low,Medium
26,Male,Divorced,16,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Medical,2373,13,1,5,2,3,2,0,2,2,1,2,3,3,4,3,Yes,Far (16+ km),Early Career (18-28),Standard (11-14%),Medium,Low,Low
28,Female,Single,8,No,Travel_Rarely,Research & Development,Research Scientist,1,2,Life Sciences,3310,21,0,5,1,5,3,0,2,3,4,4,3,4,4,3,No,Moderate (6-15km),Early Career (18-28),Top Tier (19-25%),Very High,None,Low
49,Female,Single,10,No,Travel_Frequently,Research & Development,Research Director,5,4,Life Sciences,18665,11,0,22,9,3,2,1,2,4,3,1,3,3,4,3,Yes,Moderate (6-15km),Experienced (41+),Standard (11-14%),Low,None,High
36,Male,Single,3,No,Travel_Rarely,Research & Development,Research Scientist,2,3,Technical Degree,4485,12,0,10,4,8,0,7,7,2,3,2,3,3,4,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,None,Medium
31,Female,Divorced,5,No,Travel_Frequently,Sales,Sales Representative,1,3,Marketing,2789,11,1,2,1,2,2,2,2,5,4,2,3,3,3,2,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,Low,Low
26,Male,Single,4,Yes,Travel_Rarely,Sales,Sales Executive,2,4,Marketing,5828,12,0,8,1,8,7,7,4,0,4,4,2,3,2,3,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Very High,None,Medium
37,Male,Married,9,No,Travel_Frequently,Research & Development,Research Scientist,1,3,Medical,2326,12,3,4,1,4,2,1,2,3,2,4,3,3,3,2,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,High,Low
42,Female,Married,26,No,Travel_Frequently,Sales,Sales Executive,4,3,Marketing,13525,14,1,23,5,20,4,4,8,2,3,2,3,3,4,4,No,Far (16+ km),Experienced (41+),Standard (11-14%),Medium,Low,High
18,Male,Single,3,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Life Sciences,1420,13,0,0,1,0,0,0,0,2,3,3,3,3,3,3,No,Close (0-5km),Early Career (18-28),Standard (11-14%),High,None,Low
35,Male,Married,16,No,Travel_Rarely,Sales,Sales Executive,3,3,Marketing,8020,15,2,12,0,11,9,6,9,3,3,2,3,3,3,2,No,Far (16+ km),Mid Career (29-40),High (15-18%),Medium,Medium,High
36,Male,Married,18,No,Travel_Frequently,Research & Development,Laboratory Technician,1,4,Life Sciences,3688,18,2,4,4,1,0,0,0,2,3,4,4,3,4,3,No,Far (16+ km),Mid Career (29-40),High (15-18%),Very High,Medium,Medium
51,Male,Divorced,2,No,Travel_Rarely,Research & Development,Manufacturing Director,2,3,Medical,5482,18,1,13,5,4,1,1,2,3,4,2,1,3,4,3,No,Close (0-5km),Experienced (41+),High (15-18%),Medium,Low,Medium
41,Male,Single,2,No,Travel_Rarely,Sales,Manager,4,4,Life Sciences,16015,19,0,22,1,22,10,0,4,2,4,2,3,3,2,3,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),Medium,None,High
18,Female,Single,10,No,Travel_Rarely,Sales,Sales Representative,1,3,Medical,1200,12,0,0,1,0,0,0,0,2,4,3,2,3,1,3,No,Moderate (6-15km),Early Career (18-28),Standard (11-14%),High,None,Low
28,Male,Single,16,No,Travel_Rarely,Research & Development,Healthcare Representative,2,2,Medical,5661,19,0,9,0,8,3,0,7,2,2,1,4,3,3,3,No,Far (16+ km),Early Career (18-28),Top Tier (19-25%),Low,None,Medium
31,Male,Married,7,No,Travel_Rarely,Sales,Sales Executive,2,3,Technical Degree,6929,11,1,10,4,8,7,7,7,3,2,4,4,3,2,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,High
39,Male,Divorced,1,No,Travel_Rarely,Research & Development,Healthcare Representative,3,3,Medical,9613,17,3,19,0,18,10,3,7,5,3,4,4,3,1,2,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,High,High
36,Female,Married,24,No,Non-Travel,Research & Development,Laboratory Technician,2,4,Life Sciences,5674,15,1,11,7,9,8,0,8,3,2,2,3,3,3,3,No,Far (16+ km),Mid Career (29-40),High (15-18%),Medium,Low,Medium
32,Male,Married,7,No,Travel_Rarely,Sales,Sales Executive,2,3,Life Sciences,5484,14,1,13,1,13,8,4,8,3,4,3,2,3,3,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Low,Medium
38,Female,Married,25,No,Travel_Rarely,Research & Development,Research Director,3,2,Life Sciences,12061,17,1,19,3,10,8,0,1,2,1,2,2,3,3,3,No,Far (16+ km),Mid Career (29-40),High (15-18%),Medium,Low,High
58,Male,Divorced,1,No,Non-Travel,Research & Development,Healthcare Representative,2,4,Life Sciences,5660,13,1,12,2,5,3,1,2,2,4,3,1,3,4,3,Yes,Close (0-5km),Experienced (41+),Standard (11-14%),High,Low,Medium
31,Male,Married,5,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Technical Degree,4821,12,1,6,0,5,2,0,3,4,3,4,3,3,3,3,Yes,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,Low,Medium
31,Male,Married,2,No,Travel_Rarely,Human Resources,Human Resources,2,3,Human Resources,6410,12,0,9,3,2,2,1,0,1,1,1,2,3,4,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Low,None,Medium
45,Male,Divorced,7,No,Travel_Frequently,Research & Development,Laboratory Technician,3,3,Life Sciences,5210,18,1,24,1,24,9,9,11,2,1,1,3,3,1,3,No,Moderate (6-15km),Experienced (41+),High (15-18%),Low,Low,Medium
31,Male,Divorced,2,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Life Sciences,2695,18,1,3,0,2,2,2,2,2,3,4,3,3,2,1,Yes,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,Low,Low
33,Female,Married,5,No,Travel_Frequently,Research & Development,Manager,3,4,Life Sciences,11878,11,2,12,6,10,6,8,8,2,4,2,3,3,2,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,Medium,High
39,Male,Married,10,No,Travel_Rarely,Research & Development,Manager,4,1,Medical,17068,14,0,21,1,21,9,11,10,3,3,1,3,3,4,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Low,None,High
43,Female,Single,10,No,Travel_Frequently,Research & Development,Laboratory Technician,1,4,Life Sciences,2455,19,0,9,0,8,7,1,7,5,3,4,3,3,1,3,No,Moderate (6-15km),Experienced (41+),Top Tier (19-25%),Very High,None,Low
49,Female,Single,1,No,Travel_Rarely,Research & Development,Healthcare Representative,4,2,Technical Degree,13964,12,0,25,7,7,1,0,7,2,3,3,2,3,4,3,Yes,Close (0-5km),Experienced (41+),Standard (11-14%),High,None,High
52,Male,Married,8,Yes,Travel_Rarely,Research & Development,Research Scientist,2,4,Medical,4941,15,0,11,2,8,2,7,7,3,3,2,2,3,1,2,No,Moderate (6-15km),Experienced (41+),High (15-18%),Medium,None,Medium
27,Female,Single,5,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,2478,12,0,4,1,4,3,1,2,2,3,2,3,3,2,2,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Medium,None,Low
32,Female,Married,8,No,Travel_Rarely,Sales,Sales Executive,2,2,Technical Degree,5228,11,0,13,1,13,12,11,9,2,3,2,2,3,4,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Medium,None,Medium
27,Male,Single,2,No,Travel_Rarely,Sales,Sales Executive,2,3,Life Sciences,4478,11,0,5,1,5,4,0,4,3,4,3,3,3,1,3,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),High,None,Medium
31,Male,Divorced,7,No,Travel_Rarely,Sales,Sales Executive,2,3,Marketing,7547,12,3,13,4,7,7,1,7,3,4,4,3,3,4,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,High,High
32,Female,Single,2,No,Travel_Rarely,Research & Development,Research Scientist,2,4,Medical,5055,16,0,10,7,7,7,0,7,0,1,4,4,3,3,2,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,None,Medium
28,Male,Married,2,Yes,Travel_Rarely,Research & Development,Research Scientist,1,4,Medical,3464,13,0,5,5,3,2,2,2,4,1,4,1,3,4,2,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Very High,None,Low
30,Female,Married,28,No,Travel_Rarely,Research & Development,Research Scientist,2,2,Medical,5775,13,2,11,1,10,8,1,9,2,4,4,3,3,4,3,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Very High,Medium,Medium
31,Female,Married,7,No,Travel_Frequently,Research & Development,Manufacturing Director,3,2,Life Sciences,8943,24,1,10,1,10,9,8,9,2,3,3,2,4,1,3,No,Moderate (6-15km),Mid Career (29-40),Top Tier (19-25%),High,Low,High
39,Male,Married,7,No,Travel_Frequently,Research & Development,Manager,5,2,Medical,19272,15,1,21,1,21,9,13,3,2,3,4,2,3,1,3,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),Very High,Low,High
39,Female,Married,3,Yes,Travel_Rarely,Sales,Sales Executive,2,2,Medical,5238,18,0,12,4,1,0,0,0,3,4,3,3,3,1,2,Yes,Close (0-5km),Mid Career (29-40),High (15-18%),High,None,Medium
33,Male,Single,10,No,Travel_Frequently,Sales,Sales Executive,2,3,Marketing,4682,14,0,9,3,7,7,0,1,6,2,4,2,3,3,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,None,Medium
47,Male,Married,5,No,Travel_Rarely,Research & Development,Research Director,5,5,Life Sciences,18300,11,1,21,4,3,2,1,1,2,4,3,3,3,2,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),High,Low,High
43,Female,Divorced,10,No,Travel_Frequently,Research & Development,Laboratory Technician,2,4,Life Sciences,5257,11,1,9,1,9,7,0,0,3,3,3,2,3,2,4,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),High,Low,Medium
27,Male,Married,1,No,Non-Travel,Sales,Sales Executive,2,1,Marketing,6349,13,1,6,0,5,4,1,4,0,3,2,3,3,4,3,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Medium,Low,Medium
54,Female,Single,20,No,Travel_Frequently,Research & Development,Research Scientist,2,4,Life Sciences,4869,12,0,20,3,4,3,0,3,4,4,3,3,3,4,2,No,Far (16+ km),Experienced (41+),Standard (11-14%),High,None,Medium
43,Female,Married,7,No,Travel_Rarely,Research & Development,Healthcare Representative,3,3,Life Sciences,9985,16,1,10,8,1,0,0,0,1,3,1,3,3,1,2,No,Moderate (6-15km),Experienced (41+),High (15-18%),Low,Low,High
45,Male,Married,8,No,Travel_Rarely,Research & Development,Research Scientist,2,4,Other,3697,14,2,12,9,10,9,9,8,3,4,4,3,3,1,3,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),Very High,Medium,Medium
40,Male,Married,1,No,Travel_Rarely,Sales,Sales Executive,2,2,Medical,7457,22,3,6,2,4,3,0,2,2,2,4,1,4,3,2,Yes,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Very High,High,High
29,Male,Married,8,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Other,2119,11,0,7,1,7,7,0,7,4,2,1,1,3,4,2,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Low,None,Low
29,Male,Single,9,No,Travel_Rarely,Research & Development,Laboratory Technician,1,5,Other,3983,17,0,4,0,3,2,2,2,2,2,4,2,3,3,3,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),Very High,None,Medium
30,Female,Divorced,5,No,Travel_Rarely,Sales,Sales Executive,2,3,Marketing,6118,13,3,10,1,10,9,1,2,2,4,3,2,3,3,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,High,Medium
27,Female,Married,8,No,Travel_Rarely,Sales,Sales Executive,2,4,Marketing,6214,18,1,8,1,8,7,0,7,3,2,2,3,3,1,3,No,Moderate (6-15km),Early Career (18-28),High (15-18%),Medium,Low,Medium
37,Male,Divorced,5,No,Travel_Rarely,Research & Development,Manufacturing Director,2,2,Medical,6347,16,2,8,7,6,2,0,4,2,4,4,3,3,3,2,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,Medium,Medium
38,Male,Divorced,15,No,Travel_Rarely,Research & Development,Research Director,3,2,Life Sciences,11510,14,1,12,0,11,10,2,9,3,3,4,2,3,2,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,High
31,Female,Single,7,No,Travel_Rarely,Research & Development,Manufacturing Director,3,4,Medical,7143,14,0,11,1,11,9,4,10,2,3,4,3,3,3,2,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,None,High
29,Female,Divorced,10,No,Travel_Rarely,Sales,Sales Executive,2,1,Marketing,8268,14,2,7,1,7,7,1,7,2,4,2,2,3,1,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Medium,Medium,High
35,Male,Single,5,No,Travel_Rarely,Research & Development,Manufacturing Director,3,4,Technical Degree,8095,13,0,17,0,16,6,0,13,5,3,2,3,3,4,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,None,High
23,Male,Divorced,26,No,Travel_Rarely,Research & Development,Research Scientist,1,1,Life Sciences,2904,12,2,4,1,4,2,0,2,2,3,4,3,3,3,2,No,Far (16+ km),Early Career (18-28),Standard (11-14%),Very High,Medium,Low
41,Male,Single,6,No,Travel_Rarely,Research & Development,Manufacturing Director,2,3,Medical,6032,15,0,8,6,5,4,1,2,3,4,2,2,3,4,3,Yes,Moderate (6-15km),Experienced (41+),High (15-18%),Medium,None,Medium
47,Male,Single,4,No,Travel_Frequently,Sales,Sales Representative,2,1,Medical,2976,19,0,5,3,0,0,0,0,3,2,3,3,3,1,3,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),High,None,Low
42,Female,Single,23,No,Travel_Rarely,Research & Development,Research Director,4,5,Life Sciences,15992,14,0,16,2,1,0,0,0,2,1,4,3,3,2,3,No,Far (16+ km),Experienced (41+),Standard (11-14%),Very High,None,High
29,Male,Married,2,No,Non-Travel,Sales,Sales Executive,2,3,Life Sciences,4649,14,1,4,1,4,3,0,2,3,4,3,3,3,1,2,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,Low,Medium
42,Male,Divorced,2,No,Travel_Rarely,Human Resources,Human Resources,1,1,Technical Degree,2696,11,1,4,0,3,2,1,0,5,3,3,3,3,3,3,Yes,Close (0-5km),Experienced (41+),Standard (11-14%),High,Low,Low
32,Female,Married,2,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,2370,13,1,8,1,8,0,0,7,4,3,2,3,3,3,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,Low,Low
48,Female,Married,29,No,Travel_Rarely,Sales,Manager,3,1,Medical,12504,21,1,15,3,0,0,0,0,3,1,3,3,4,2,1,No,Far (16+ km),Experienced (41+),Top Tier (19-25%),High,Low,High
37,Male,Divorced,6,No,Travel_Rarely,Research & Development,Research Scientist,2,3,Medical,5974,13,2,13,4,7,7,6,7,2,3,1,4,3,1,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Low,Medium,Medium
30,Female,Married,25,No,Non-Travel,Sales,Sales Executive,2,2,Technical Degree,4736,12,1,4,7,2,2,2,2,2,4,3,3,3,2,4,Yes,Far (16+ km),Mid Career (29-40),Standard (11-14%),High,Low,Medium
26,Male,Married,1,No,Travel_Rarely,Sales,Sales Executive,2,3,Life Sciences,5296,17,1,8,1,8,7,7,7,3,3,3,3,3,2,3,No,Close (0-5km),Early Career (18-28),High (15-18%),High,Low,Medium
42,Male,Single,2,No,Travel_Rarely,Research & Development,Healthcare Representative,2,4,Other,6781,23,0,14,3,1,0,0,0,6,1,4,2,4,2,3,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),Very High,None,High
21,Female,Single,1,Yes,Travel_Frequently,Sales,Sales Representative,1,1,Technical Degree,2174,11,0,3,1,3,2,1,2,3,1,2,2,3,3,3,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Medium,None,Low
36,Female,Single,1,No,Non-Travel,Sales,Sales Executive,2,5,Medical,6653,15,0,7,4,1,0,0,0,6,4,4,3,3,2,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,None,High
36,Male,Married,3,No,Travel_Frequently,Sales,Sales Executive,3,4,Medical,9699,11,1,16,4,13,9,1,12,2,1,4,2,3,1,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,Low,High
57,Male,Married,1,No,Travel_Rarely,Research & Development,Healthcare Representative,2,4,Medical,6755,11,0,15,2,3,2,1,2,2,4,3,3,3,3,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),High,None,High
40,Female,Married,10,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Life Sciences,2213,13,1,10,3,7,7,1,7,3,4,3,4,3,3,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Low,Low
21,Male,Single,9,No,Non-Travel,Sales,Sales Representative,1,2,Medical,2610,24,0,3,1,3,2,2,2,3,1,4,3,4,3,2,No,Moderate (6-15km),Early Career (18-28),Top Tier (19-25%),Very High,None,Low
33,Female,Single,5,Yes,Travel_Rarely,Sales,Sales Representative,1,3,Marketing,2851,13,0,1,1,1,0,0,0,2,4,3,3,3,2,3,Yes,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,None,Low
37,Female,Married,10,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,3452,20,1,17,6,5,4,0,3,3,3,1,3,4,2,3,No,Moderate (6-15km),Mid Career (29-40),Top Tier (19-25%),Low,Low,Low
46,Female,Married,7,No,Non-Travel,Research & Development,Manufacturing Director,2,4,Medical,5258,14,0,7,2,1,0,0,0,2,3,3,3,3,3,4,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),High,None,Medium
41,Male,Single,4,Yes,Travel_Frequently,Sales,Sales Executive,2,3,Marketing,9355,18,0,8,1,8,7,7,7,5,1,2,3,3,3,3,No,Close (0-5km),Experienced (41+),High (15-18%),Medium,None,High
50,Male,Single,10,No,Travel_Rarely,Research & Development,Healthcare Representative,3,3,Technical Degree,10496,15,0,20,6,4,3,1,3,2,4,4,2,3,4,3,No,Moderate (6-15km),Experienced (41+),High (15-18%),Very High,None,High
40,Male,Married,22,Yes,Travel_Rarely,Sales,Sales Executive,2,2,Marketing,6380,12,2,8,2,6,4,1,0,6,3,3,2,3,1,3,Yes,Far (16+ km),Mid Career (29-40),Standard (11-14%),High,Medium,Medium
31,Male,Single,9,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Life Sciences,2657,16,0,3,0,2,2,2,2,5,3,2,2,3,4,3,Yes,Moderate (6-15km),Mid Career (29-40),High (15-18%),Medium,None,Low
21,Female,Single,12,Yes,Travel_Rarely,Sales,Sales Representative,1,3,Life Sciences,2716,15,0,1,1,1,0,0,0,0,3,2,4,3,4,3,No,Moderate (6-15km),Early Career (18-28),High (15-18%),Medium,None,Low
29,Male,Single,23,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,2201,16,0,6,9,3,2,1,2,4,4,4,3,3,4,3,No,Far (16+ km),Mid Career (29-40),High (15-18%),Very High,None,Low
35,Male,Single,9,No,Travel_Rarely,Research & Development,Healthcare Representative,2,4,Life Sciences,6540,19,0,10,9,1,1,0,0,5,3,2,2,3,3,3,No,Moderate (6-15km),Mid Career (29-40),Top Tier (19-25%),Medium,None,High
27,Male,Divorced,1,No,Travel_Rarely,Research & Development,Laboratory Technician,1,2,Medical,3816,11,1,5,1,5,2,0,4,2,4,2,3,3,2,3,No,Close (0-5km),Early Career (18-28),Standard (11-14%),Medium,Low,Medium
28,Male,Single,9,No,Travel_Rarely,Sales,Sales Executive,2,4,Life Sciences,5253,16,0,7,1,7,5,0,7,1,2,4,3,3,4,3,No,Moderate (6-15km),Early Career (18-28),High (15-18%),Very High,None,Medium
49,Male,Single,7,No,Travel_Rarely,Research & Development,Healthcare Representative,3,3,Other,10965,24,0,26,8,5,2,0,0,2,2,3,2,4,3,3,No,Moderate (6-15km),Experienced (41+),Top Tier (19-25%),High,None,High
51,Female,Married,14,No,Travel_Rarely,Sales,Sales Executive,2,2,Life Sciences,4936,11,1,18,4,7,7,0,7,2,3,4,3,3,3,2,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),Very High,Low,Medium
36,Female,Married,2,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,2543,13,1,6,4,2,2,2,2,3,4,3,3,3,2,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,Low,Low
34,Male,Single,19,Yes,Non-Travel,Sales,Sales Executive,2,3,Marketing,5304,13,0,9,8,5,2,0,4,3,1,4,4,3,2,2,Yes,Far (16+ km),Mid Career (29-40),Standard (11-14%),Very High,None,Medium
55,Female,Single,2,No,Travel_Rarely,Research & Development,Manager,4,3,Life Sciences,16659,13,0,30,2,5,4,1,2,2,3,4,3,3,3,3,Yes,Close (0-5km),Experienced (41+),Standard (11-14%),Very High,None,High
24,Female,Divorced,10,No,Travel_Rarely,Sales,Sales Executive,2,4,Marketing,4260,12,1,5,1,5,2,0,3,2,4,3,3,3,4,4,Yes,Moderate (6-15km),Early Career (18-28),Standard (11-14%),High,Low,Medium
30,Male,Married,2,No,Travel_Rarely,Sales,Sales Representative,1,1,Technical Degree,2476,18,1,1,1,1,0,0,0,3,3,2,3,3,1,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),Medium,Low,Low
26,Male,Single,3,Yes,Travel_Frequently,Research & Development,Research Scientist,1,1,Technical Degree,3102,22,0,7,0,6,4,0,4,2,3,1,3,4,3,3,No,Close (0-5km),Early Career (18-28),Top Tier (19-25%),Low,None,Low
22,Female,Married,11,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,2244,13,1,2,1,2,1,1,2,1,1,2,3,3,4,3,No,Moderate (6-15km),Early Career (18-28),Standard (11-14%),Medium,Low,Low
